String Index	Text
SpellDescStrgpvs	 \nShields: +30 to Defense\nHelms: +10 to Strength\nArmor: +10 to Strength\nWeapons: +150 to Attack Rating\n \nCan be inserted into socketed items when unstacked
SpellDescStrglys	 \nShields: Lightning Resist +28%\nHelms: 20% Better Chance of Getting Magic Items\nArmor: 20% Better Chance of Getting Magic Items\nWeapons: Adds 1-30 lightning damage\n \nCan be inserted into socketed items when unstacked
SpellDescStrgpys	 \nShields: Lightning Resist +40%\nHelms: 24% Better Chance of Getting Magic Items\nArmor: 24% Better Chance of Getting Magic Items\nWeapons: Adds 1-40 lightning damage\n \nCan be inserted into socketed items when unstacked
SpellDescStrglbs	 \nShields: Cold Resist +28%\nHelms: +31 to Mana\nArmor: +31 to Mana\nWeapons: Adds 6-10 cold damage\n \nCan be inserted into socketed items when unstacked
SpellDescStrgpbs	 \nShields: Cold Resist +40%\nHelms: +38 to Mana\nArmor: +38 to Mana\nWeapons: Adds 10-14 cold damage\n \nCan be inserted into socketed items when unstacked
SpellDescStrglgs	 \nShields: Poison Resist +28%\nHelms: +8 to Dexterity\nArmor: +8 to Dexterity\nWeapons: +60 poison damage over 6 seconds\n \nCan be inserted into socketed items when unstacked
SpellDescStrgpgs	 \nShields: Poison Resist +40%\nHelms: +10 to Dexterity\nArmor: +10 to Dexterity\nWeapons: +100 poison damage over 7 seconds\n \nCan be inserted into socketed items when unstacked
SpellDescStrglrs	 \nShields: Fire Resist +28%\nHelms: +31 to Life\nArmor: +31 to Life\nWeapons: Adds 10-16 fire damage\n \nCan be inserted into socketed items when unstacked
SpellDescStrgprs	 \nShields: Fire Resist +40%\nHelms: +38 to Life\nArmor: +38 to Life\nWeapons: Adds 15-20 fire damage\n \nCan be inserted into socketed items when unstacked
SpellDescStrglws	 \nShields: All Resistances +14\nHelms: +80 to Attack Rating\nArmor: +80 to Attack Rating\nWeapons: +54% Damage to Undead\n \nCan be inserted into socketed items when unstacked
SpellDescStrgpws	 \nShields: All Resistances +19\nHelms: +100 to Attack Rating\nArmor: +100 to Attack Rating\nWeapons: +68% Damage to Undead\n \nCan be inserted into socketed items when unstacked
SpellDescStrskls	 \nShields: Attacker Takes Damage of 16\nHelms: Regenerate Mana 12%, Replenish Life +4\nArmor: Regenerate Mana 12%, Replenish Life +4\nWeapons: 3% Life stolen per hit, 3% Mana stolen per hit\n \nCan be inserted into socketed items when unstacked
SpellDescStrskzs	 \nShields: Attacker Takes Damage of 20\nHelms: Regenerate Mana 19%, Replenish Life +5\nArmor: Regenerate Mana 19%, Replenish Life +5\nWeapons: 4% Life stolen per hit, 3% Mana stolen per hit\n \nCan be inserted into socketed items when unstacked
StrPenPhysPierce	Grants -1% to enemy Physical Resistance per 2 Base Levels
Sacred Totem	Sacred Totem
ControllerHelpInventoryPrimary	Left Click
ControllerHelpInventorySecondary	Close
ControllerHelpInventoryThird	Open Cube
ControllerHelpInventoryThirdRepairAll	Repair All
ControllerHelpInventoryThirdGambleRefresh	Refresh
ControllerHelpInventoryThirdAdvancedStats	Adv. Stats
ControllerHelpInventoryFourth	Right Click
ControllerHelpInventoryLeftTrigger	Shift
ControllerHelpInventoryRightTrigger	Control
ControllerMenuNavigationParty	Party
ControllerMenuNavigationQuest	Quest
ControllerMenuNavigationCharacter	Character
ControllerMenuNavigationInventory	Inventory
ControllerMenuNavigationSkills	Skills
ControllerMenuNavigationHireling	Hireling
ControllerMenuNavigationHotkeys	Hotkeys
ControllerKeybindLeftTriggerPress	Automap
ControllerKeybindRightTriggerPress	Weapon Swap
ControllerKeybindLeftBumperPress	Show Loot
ControllerKeybindRightTriggerAttackPress	Attack
JoustreductionZeraes	Joust Cooldown Reduced By 1.5 Seconds
ImperialPalaceBoss	\gold;Emperor Hakan
TortureHallsBoss	\gold;Gimli the Summoned One
StrColdEnchantSelf	Self Cold Damage: 
StrColdEnchantParty	Party Cold Damage: 
StrFireEnchantSelf	Self Fire Damage: 
StrFireEnchantParty	Party Fire Damage: 
EskillEnhancedDamage	 percent enhanced damage
of the Smith	of the Smith
of the Crafter	of the Crafter
of the Armorer	of the Armorer
Halls of Torture Map	Halls of Torture
ToHallsOfTortureMap	To the Halls of Torture
HallsOfTortureMap	The Halls of Torture
t17	Halls of Torture Map
MapBossUberMats	Map bosses drop an Uber Material
StrVampireLPK	+10 Life after each Kill
HotkeyItemShiftRight	Shift+Right: Transfer
HotkeyItemCtrlRight	Ctrl+Right: Drop
HotkeyItemShiftLeft	Shift+Left: Identify
HotkeyItemRight	Right: Use
HotkeyItemCtrlShiftLeft	Ctrl+Shift+Left: Toggle Stacked
HotkeyItemCtrlShiftRight	Ctrl+Shift+Right: Transfer Cube
HotkeyItemShopCtrlLeft	Ctrl+Left: Sell
HotkeyItemShopRight	Right: Buy
HotkeyItemShopShiftRight	Shift+Right: Multi-Buy
HotkeyCurrencyTabItemCtrlShiftLeft	Ctrl+Shift+Left: Transfer 1 to Cube
HotkeyCurrencyTabItemCtrlShiftRight	Ctrl+Shift+Right: Transfer Stack to Cube
HotkeyCurrencyTabItemCtrl	Ctrl: Transfer 5
HotkeyCurrencyTabItemShift	Shift: Transfer stack
XboxHotkeyItemShiftRight	LT+X: Transfer
XboxHotkeyItemCtrlRight	RT+X: Drop
XboxHotkeyItemShiftLeft	LT+A: Identify
XboxHotkeyItemRight	X: Use
XboxHotkeyItemCtrlShiftLeft	RT+LT+A: Toggle Stacked
XboxHotkeyItemCtrlShiftRight	RT+LT+X: Transfer Cube
XboxHotkeyItemShopCtrlLeft	RT+A: Sell
XboxHotkeyItemShopRight	X: Buy
XboxHotkeyItemShopShiftRight	LT+X: Multi-Buy
XboxHotkeyCurrencyTabItemCtrlShiftLeft	Ctrl+Shift+Left: Transfer 1 to Cube
XboxHotkeyCurrencyTabItemCtrlShiftRight	Ctrl+Shift+Right: Transfer Stack to Cube
XboxHotkeyCurrencyTabItemCtrl	Ctrl: Transfer 5
XboxHotkeyCurrencyTabItemShift	Shift: Transfer stack
DS4HotkeyItemShiftRight	L2+Square: Transfer
DS4HotkeyItemCtrlRight	R2+Square: Drop
DS4HotkeyItemShiftLeft	L2+X: Identify
DS4HotkeyItemRight	Square: Use
DS4HotkeyItemCtrlShiftLeft	R2+L2+X: Toggle Stacked
DS4HotkeyItemCtrlShiftRight	R2+L2+Square: Transfer Cube
DS4HotkeyItemShopCtrlLeft	R2+X: Sell
DS4HotkeyItemShopRight	Square: Buy
DS4HotkeyItemShopShiftRight	L2+Square: Multi-Buy
DS4HotkeyCurrencyTabItemCtrlShiftLeft	Ctrl+Shift+Left: Transfer 1 to Cube
DS4HotkeyCurrencyTabItemCtrlShiftRight	Ctrl+Shift+Right: Transfer Stack to Cube
DS4HotkeyCurrencyTabItemCtrl	Ctrl: Transfer 5
DS4HotkeyCurrencyTabItemShift	Shift: Transfer stack
StrWeaponDmgPercent	% Weapon Damage
Wind Throwable	Wind
Skillld267	50% chance to split when hitting enemies\nblades will split when impacting with walls\nthrow spinning blades to slice up your enemies
WrithingDeceiver	Writhing Deceiver
ImperialAssassin	\gold;Imperial Assassin
ImperialAdvisor	\gold;Imperial Advisor
Kamyr	\gold;Kamyr the Usurper
UrehMiniBoss	\gold;Zayl the Merciful
UrehBoss	\gold;Gregus Mazi
HotkeyAssignStatsShift	Shift: Assign +20
HotkeyAssignStatsCtrl	Ctrl: Assign +5
ControllerSkillSelect1	Hover a skill and press a bind to assign
ControllerSkillSelect2	Hover a skill and press 
ControllerSkillSelect3	 to assign right skill
ControllerSkillSelect4	Available binds:
ControllerSkillSelect5	Toggle minimap: 
ControllerSkillSelect6	Swap weapons: 
ControllerSkillSelect7	Attack with right skill: 
ControllerSkillSelect8	Show loot: 
ControllerSkillSelect9	Toggle always show loot: 
ControllerSkillSelect10	Give potion to mercenary: 
ControllerSkillSelect11	Toggle run/walk: 
ControllerSkillSelect12	Resync: 
ToImperialPalaceBoss	To the Imperial Cellar
ImperialPalaceBossMap	The Imperial Cellar
MapBossPuzzlebox	Map boss drops a Larzuk's Puzzlebox
HelpTextStatHoverBase	Base Stat: 
HelpTextStatHoverItem	Item Bonus: 
ModStrMapPlayerPDR	Reduced Physical Damage Reduction
Devious	Devious
Tricky	Tricky
of the Archmage	of the Archmage
of Fortification	of Fortification
StrPartyAttackBonus	Party Attack Bonus: 
StrSmiteCbBonus	Gains +1% Crushing Blow per Base Level
StrDodgeCooldown	0.16 Second Cooldown on Successful Dodge
StrParryCooldown	0.16 Second Cooldown on Successful Parry
StrEsBaseEfficiency	damage taken from mana is reduced with base levels
StashSearchHover	Search item names and stats
aqv	Blunt Arrows
aqv2	Sharp Arrows
aqv3	Razor Arrows
cqv	Light Bolts
cqv2	Heavy Bolts
cqv3	War Bolts
CrushEfficiency	Crushing Blow Efficiency
StrShiverBlock	Grants +2% Faster Block Rate per base level
StrChillingBlock	Grants +1% Block Chance per base level
StrSkill110	Succesful Block Chance: 
Swift	Swift
Quick	Quick
Arcane	Arcane
Mystic	Mystic
ColdArrowFires	Cold Arrow fires
AdditionalArrows	additional arrows
CurrencyTransmuteTooltip	\dgrey;Left+Shift: Upgrade 150 to 50\n\dgrey;Left+Ctrl: Upgrade 15 to 5\n\dgrey;Left: Upgrade 3 to 1\n\grey;Upgrade material
Crackleshot	Crackleshot
Skillld258_PD2	releases a small explosion at each endpoint\nbetween you and target point\nset a spinning blade to patrol
Skillsd258_PD2	that explodes at each endpoint\nset a spinning blade
GustCdReductionCast	Reduces gust cooldown by 0.25 seconds on cast
skillld81	with increased attack speed\ncurses a monster to force it to attack random targets
skillsd81	with increased attack speed\ncurse - monster attacks random targets
Siphoning	Siphoning
Lifeforged	Lifeforged
of Overcharge	of Overcharge
of Conductivity	of Conductivity
of the Maelstrom	of the Maelstrom
of Icewind	of Icewind
of Deepfreeze	of Deepfreeze
of Hoarfrost	of Hoarfrost
of Ashes	of Ashes
of Searing	of Searing
of Hellfire	of Hellfire
of Disease	of Disease
of Contagion	of Contagion
of Pox	of Pox
of the Oracle	of the Oracle
of the Warlock	of the Warlock
of the Eldritch	of the Eldritch
of Insight	of Insight
of Focus	of Focus
of Tranquility	of Tranquility
Ancient's Foresight	Ancient's Foresight
Ancient's Scripture	Ancient's Scripture
Echo Weapon	Echo
Echo Quiver	Echo
CantorUreh	Priest of Rathma
ZealotUreh	Disciple of Rathma
joustreductionleorics	Joust Cooldown Reduced By 0.75 Seconds
